,Review,Liked,Review Letter Counter,Not Liked,Country,Profit,Category,Gender,Payments_methods,Year
864,Always a pleasure dealing with him.,1,35,0,Japan,8656,High,Male,cash,2024
865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,98,0,India,1837,Low,Female,cash,2022
866,This place is awesome if you want something light and healthy during the summer.,1,80,0,Canada,1871,Low,Female,mobile payment,2024
867,"For sushi on the Strip, this is the place to go.",1,48,0,India,3116,Medium,Female,cash,2022
868,"The service was great, even the manager came and helped with our table.",1,71,0,China,3320,Medium,Female,mobile payment,2023
869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,116,1,India,3367,Medium,Female,mobile payment,2022
870,"I started this review with two stars, but I'm editing it to give it only one.",0,77,1,USA,3009,Medium,Female,cash,2022
871,this is the worst sushi i have ever eat besides Costco's.,0,57,1,Canada,5620,High,Male,credit card,2024
872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,104,0,Japan,1605,Low,Female,mobile payment,2021
873,My boyfriend and i sat at the bar and had a completely delightful experience.,1,77,0,Australia,6652,High,Female,credit card,2024
874,Weird vibe from owners.,0,23,1,USA,9946,High,Male,cash,2023
875,There was hardly any meat.,0,26,1,Australia,3907,Medium,Male,credit card,2020
876,I've had better bagels from the grocery store.,0,46,1,USA,3612,Medium,Male,cash,2022
877,Go To Place for Gyros.,1,22,0,Canada,4187,Medium,Male,credit card,2023
878,"I love the owner/chef, his one authentic Japanese cool dude!",1,60,0,South Africa,7739,High,Male,mobile payment,2021
879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,92,1,Germany,7306,High,Male,credit card,2022
880,I found a six inch long piece of wire in my salsa.,0,50,1,Japan,1102,Low,Female,mobile payment,2020
881,"The service was terrible, food was mediocre.",0,44,1,India,7401,High,Male,cash,2023
882,We definately enjoyed ourselves.,1,32,0,Canada,3722,Medium,Female,mobile payment,2024
883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,100,1,Germany,3434,Medium,Male,cash,2023
884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,133,1,Canada,1414,Low,Female,mobile payment,2021
885,I had about two bites and refused to eat anymore.,0,49,1,Germany,2066,Medium,Male,credit card,2023
886,The service was extremely slow.,0,31,1,Germany,9756,High,Male,cash,2020
887,"After 20 minutes wait, I got a table.",0,37,1,South Africa,6483,High,Male,cash,2022
888,Seriously killer hot chai latte.,1,32,0,France,2014,Medium,Female,cash,2024
889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,122,1,India,5695,High,Female,credit card,2024
890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,68,0,USA,6836,High,Female,cash,2024
891,Their rotating beers on tap is also a highlight of this place.,1,62,0,USA,4547,Medium,Female,credit card,2022
892,Pricing is a bit of a concern at Mellow Mushroom.,0,49,1,USA,4760,Medium,Male,cash,2020
893,Worst Thai ever.,0,16,1,Japan,6358,High,Male,cash,2024
894,If you stay in Vegas you must get breakfast here at least once.,1,63,0,Japan,8549,High,Male,credit card,2022
895,I want to first say our server was great and we had perfect service.,1,68,0,Brazil,6125,High,Male,mobile payment,2023
896,The pizza selections are good.,1,30,0,Brazil,9109,High,Female,credit card,2023
897,"I had strawberry tea, which was good.",1,37,0,India,3464,Medium,Male,cash,2023
898,Highly unprofessional and rude to a loyal patron!,0,49,1,India,7990,High,Female,cash,2020
899,"Overall, a great experience.",1,28,0,China,9919,High,Female,credit card,2020
900,Spend your money elsewhere.,0,27,1,France,6631,High,Female,cash,2021
901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,97,0,China,9563,High,Male,credit card,2022
902,The Buffet at Bellagio was far from what I anticipated.,0,55,1,USA,2166,Medium,Female,mobile payment,2024
903,"And the drinks are WEAK, people!",0,32,1,India,1633,Low,Male,cash,2020
904,-My order was not correct.,0,26,1,France,6619,High,Female,credit card,2021
905,"Also, I feel like the chips are bought, not made in house.",0,58,1,France,2817,Medium,Female,cash,2023
906,After the disappointing dinner we went elsewhere for dessert.,0,61,1,Japan,8310,High,Male,cash,2021
907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,55,0,Brazil,9503,High,Male,mobile payment,2022
908,We won't be returning.,0,22,1,Germany,8216,High,Female,credit card,2024
909,This is my new fav Vegas buffet spot.,1,37,0,Australia,2031,Medium,Female,credit card,2020
910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,145,1,USA,7892,High,Male,cash,2021
911,"Very, very sad.",0,15,1,France,7403,High,Male,cash,2022
912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,93,1,USA,5926,High,Female,mobile payment,2023
913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,94,1,China,3774,Medium,Male,mobile payment,2022
914,I'm not impressed with the concept or the food.,0,47,1,USA,3406,Medium,Male,cash,2022
915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,86,1,Canada,3260,Medium,Female,credit card,2021
916,"There is really nothing for me at postinos, hope your experience is better",0,74,1,Japan,2132,Medium,Male,credit card,2021
917,I got food poisoning here at the buffet.,0,40,1,Canada,3272,Medium,Female,cash,2021
918,They brought a fresh batch of fries and I was thinking yay something warm but no!,0,81,1,South Africa,9082,High,Female,mobile payment,2022
919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,121,1,India,4208,Medium,Female,mobile payment,2020
920,"Needless to say, I won't be going back anytime soon.",0,52,1,USA,4420,Medium,Male,cash,2020
921,This place is disgusting!,0,25,1,South Africa,7954,High,Male,cash,2024
922,"Every time I eat here, I see caring teamwork to a professional degree.",1,70,0,Germany,9405,High,Female,cash,2021
923,The RI style calamari was a joke.,0,33,1,Canada,3137,Medium,Female,cash,2022
924,"However, there was so much garlic in the fondue, it was barely edible.",0,70,1,USA,9357,High,Male,credit card,2021
925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,85,1,South Africa,2880,Medium,Male,mobile payment,2023
926,"It was so bad, I had lost the heart to finish it.",0,49,1,China,3367,Medium,Male,mobile payment,2020
927,It also took her forever to bring us the check when we asked for it.,0,68,1,China,2211,Medium,Female,cash,2021
928,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,112,1,China,2619,Medium,Female,credit card,2022
929,Disappointing experience.,0,25,1,India,5680,High,Female,cash,2022
930,"The food is about on par with Denny's, which is to say, not good at all.",0,72,1,Germany,9577,High,Female,cash,2023
931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,101,1,South Africa,8945,High,Female,mobile payment,2022
932,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,48,1,Canada,5574,High,Male,cash,2023
933,We won't be going back.,0,23,1,Germany,2915,Medium,Female,mobile payment,2021
934,The place was fairly clean but the food simply wasn't worth it.,0,63,1,Canada,4401,Medium,Female,cash,2021
935,This place lacked style!!,0,25,1,USA,4399,Medium,Male,mobile payment,2024
936,"The sangria was about half of a glass wine full and was $12, ridiculous.",0,72,1,India,5571,High,Female,cash,2023
937,Don't bother coming here.,0,25,1,Brazil,5554,High,Female,credit card,2022
938,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,66,1,Brazil,6750,High,Female,credit card,2021
939,"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,100,1,USA,4447,Medium,Male,mobile payment,2021
940,It was equally awful.,0,21,1,Australia,4001,Medium,Female,mobile payment,2022
941,Probably not in a hurry to go back.,0,35,1,Canada,5164,High,Male,mobile payment,2024
942,very slow at seating even with reservation.,0,43,1,Australia,2090,Medium,Female,credit card,2020
943,Not good by any stretch of the imagination.,0,43,1,South Africa,8377,High,Female,credit card,2024
944,The cashew cream sauce was bland and the vegetables were undercooked.,0,69,1,India,1297,Low,Male,cash,2020
945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,90,1,Canada,5570,High,Male,cash,2023
946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,67,1,Japan,1037,Low,Male,cash,2021
947,I was VERY disappointed!!,0,25,1,Australia,3927,Medium,Male,credit card,2022
948,This place is horrible and way overpriced.,0,42,1,USA,5910,High,Male,cash,2023
949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,96,1,China,2335,Medium,Male,cash,2024
950,It wasn't busy at all and now we know why.,0,42,1,Canada,6291,High,Female,credit card,2022
951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,118,1,China,8174,High,Female,cash,2021
952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,111,1,Australia,5437,High,Female,mobile payment,2022
953,Con: spotty service.,0,20,1,Australia,6163,High,Male,cash,2020
954,"The fries were not hot, and neither was my burger.",0,50,1,China,2685,Medium,Male,cash,2022
955,But then they came back cold.,0,29,1,Germany,4499,Medium,Male,cash,2023
956,"Then our food came out, disappointment ensued.",0,46,1,China,2556,Medium,Female,credit card,2024
957,The real disappointment was our waiter.,0,39,1,Brazil,3620,Medium,Female,cash,2023
958,My husband said she was very rude... did not even apologize for the bad food or anything.,0,89,1,South Africa,4593,Medium,Female,mobile payment,2021
959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,120,1,Brazil,5636,High,Female,credit card,2021
960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,107,1,USA,1633,Low,Male,cash,2021
961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,114,1,Brazil,9977,High,Female,mobile payment,2021
962,She was quite disappointed although some blame needs to be placed at her door.,0,78,1,France,4517,Medium,Female,cash,2022
963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,82,1,India,9091,High,Female,cash,2022
964,Del Taco is pretty nasty and should be avoided if possible.,0,59,1,India,5807,High,Female,mobile payment,2023
965,It's NOT hard to make a decent hamburger.,0,41,1,India,3767,Medium,Female,credit card,2023
966,But I don't like it.,0,20,1,Australia,2963,Medium,Male,cash,2024
967,Hell no will I go back,0,22,1,Japan,9676,High,Female,credit card,2023
968,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,122,1,Japan,5562,High,Male,mobile payment,2024
969,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,81,1,South Africa,5554,High,Female,cash,2022
970,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,136,1,Japan,2587,Medium,Male,mobile payment,2023
971,The ambiance isn't much better.,0,31,1,USA,5716,High,Male,mobile payment,2024
972,"Unfortunately, it only set us up for disapppointment with our entrees.",0,70,1,France,7002,High,Female,mobile payment,2022
973,The food wasn't good.,0,21,1,Canada,8643,High,Male,credit card,2020
974,"Your servers suck, wait, correction, our server Heimer sucked.",0,62,1,Germany,2576,Medium,Female,mobile payment,2024
975,What happened next was pretty....off putting.,0,45,1,Brazil,2597,Medium,Male,credit card,2023
976,"too bad cause I know it's family owned, I really wanted to like this place.",0,75,1,China,6445,High,Male,credit card,2023
977,Overpriced for what you are getting.,0,36,1,South Africa,5822,High,Male,mobile payment,2022
978,I vomited in the bathroom mid lunch.,0,36,1,Australia,6537,High,Female,credit card,2024
979,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,80,1,Japan,7286,High,Male,credit card,2020
980,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,113,1,Germany,7292,High,Male,credit card,2021
981,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,88,1,Brazil,7396,High,Female,credit card,2024
982,Food was below average.,0,23,1,China,7345,High,Female,mobile payment,2020
983,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,105,1,Canada,9347,High,Male,credit card,2021
984,"All in all, Ha Long Bay was a bit of a flop.",0,44,1,India,1289,Low,Male,credit card,2022
985,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,149,1,Brazil,2447,Medium,Female,cash,2020
986,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,94,1,Brazil,9662,High,Male,cash,2022
987,"It lacked flavor, seemed undercooked, and dry.",0,46,1,China,5960,High,Female,cash,2021
988,It really is impressive that the place hasn't closed down.,0,58,1,Germany,1851,Low,Female,cash,2020
989,I would avoid this place if you are staying in the Mirage.,0,58,1,Brazil,4226,Medium,Female,cash,2023
990,The refried beans that came with my meal were dried out and crusty and the food was bland.,0,90,1,Australia,4676,Medium,Male,mobile payment,2023
991,Spend your money and time some place else.,0,42,1,France,6534,High,Male,credit card,2021
992,A lady at the table next to us found a live green caterpillar In her salad.,0,75,1,China,9461,High,Male,credit card,2023
993,the presentation of the food was awful.,0,39,1,Canada,8137,High,Female,mobile payment,2021
994,I can't tell you how disappointed I was.,0,40,1,France,2813,Medium,Female,credit card,2021
995,I think food should have flavor and texture and both were lacking.,0,66,1,China,1594,Low,Female,credit card,2023
996,Appetite instantly gone.,0,24,1,Japan,1823,Low,Female,mobile payment,2020
997,Overall I was not impressed and would not go back.,0,50,1,Canada,1928,Low,Male,mobile payment,2021
998,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,91,1,France,4228,Medium,Female,mobile payment,2021
999,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,134,1,Canada,7738,High,Female,credit card,2020
